ticker,date,open,high,low,close,volume,sourceUrl
MSFT,2026-06-23,372.38,377.22,370.67,373.94,40647610,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-22,375.74,381.63,367.07,367.34,45171110,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-18,377.82,381.37,373.28,379.4,59714160,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-17,390.25,390.37,377.32,378.91,41987830,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-16,395.79,396.84,390.69,393.83,31506850,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-15,396.795,401.75,392.845,399.76,32266440,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-12,391.43,391.74,382.27,390.74,34922040,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-11,395.205,396.85,384,390.34,47224140,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-10,398.55,405.04,397.16,397.36,32576040,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-09,409.03,411.98,398.48,403.41,35317300,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-08,414.14,417.1599,408.56,411.74,32086710,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-05,428.34,429.47,414.4,416.67,34782160,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-04,435.81,436.15,426.41,428.05,26899510,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-03,438.45,440.39,424.25,427.34,39037010,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-02,446.88,453.5,440.43,441.31,37036800,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-06-01,464.84,466.32,458.27,460.52,53628910,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-29,432.545,450.33,432.36,450.24,79654380,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-28,412.975,429.49,412.67,426.99,47250540,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-27,411.01,415.94,409.58,412.67,28901480,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-26,416.43,419.77,413.02,416.03,30398050,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-22,419.535,424.4,416.33,418.57,22390340,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-21,424.75,426.34,415.71,419.09,31393470,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-20,414.165,422.1,411.3001,421.06,27864020,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-19,429.9,432.7,416.49,417.42,33018680,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-18,416.62,425.12,415.61,423.54,32564130,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-15,414.27,428.17,412.91,421.92,50771160,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-14,404.48,411.84,400.88,409.43,27077540,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-13,403.2,406.31,401.03,405.21,29667070,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-12,414.48,415.5,406.64,407.77,38594220,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-11,407.87,412.69,405.5,412.66,35657940,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-08,417.385,418.63,414,415.12,33383790,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-07,420.11,427.98,418.76,420.77,34942450,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-06,408,418.4228,405.11,413.96,30285900,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-05,415.32,416.7799,408.8,411.38,25700890,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-04,411.54,420.78,410.8,413.62,28066530,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
MSFT,2026-05-01,412.8,417.11,410.435,414.44,31372360,https://api.nasdaq.com/api/quote/MSFT/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-24,200.12,201.67,196.58,199,151810700,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-23,202.17,203.77,200,200.04,153496200,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-22,211.44,213.99,207.72,208.65,122041400,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-18,207.33,211.39,206.5,210.69,241272000,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-17,208.53,209.21,203.08,204.65,128363500,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-16,211.18,211.49,207.29,207.41,125694100,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-15,208.92,212.7107,208.34,212.45,149936700,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-12,204.86,207.07,203.4385,205.19,112345300,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-11,201.49,205.66,199.54,204.87,158643200,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-10,204.43,207.22,199.92,200.42,161746600,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-09,210.615,211.4,199.34,208.19,180962500,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-08,210.18,210.47,206,208.64,138372800,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-05,214.53,214.87,204.33,205.1,219655500,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-04,213.905,221.6,210.97,218.66,169022200,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-03,221.72,222.82,214.51,214.75,160907000,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-02,227.18,232.28,221.35,222.82,193362900,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-06-01,215.73,224.87,215.7,224.36,212850700,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-29,214.575,217.8599,211.13,211.14,289410600,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-28,211.275,215.5191,211.22,214.25,143996000,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-27,214.12,214.15,208.78,212.6,167601200,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-26,216.54,218.18,212,214.86,187202600,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-22,220.904,221.01,214.8,215.33,169275700,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-21,222.29,227.3999,217.93,219.51,203381800,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-20,223.18,226.13,220.495,223.47,184201600,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-19,219.62,224.48,217.91,220.61,140948200,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-18,229.87,230,218.37,222.32,146280900,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-15,229.76,231.5,224.24,225.32,180977600,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-14,229.85,236.54,229.3,235.74,180782900,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-13,224.93,227.84,221.5653,225.83,150405400,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-12,218.545,223.75,214.92,220.78,159176600,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-11,214.035,222.3,213.89,219.44,160685800,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-08,213.03,217.8,212.89,215.2,136421400,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-07,208.34,214.2,206.5,211.5,168307900,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-06,199.89,208.265,198.61,207.83,188362800,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-05,199.3,200.24,196.03,196.5,113406600,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-04,199.5,201.73,194.74,198.48,125368100,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
NVDA,2026-05-01,201.28,203,197.12,198.45,128647000,https://api.nasdaq.com/api/quote/NVDA/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-24,333.07,334.53,329.77,333.45,7907442,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-23,329.47,335.37,327.21,334.14,7582217,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-22,329.7,332.77,326.75,331.48,10182510,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-18,336.95,338.09,324.16,325.22,20111030,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-17,332.18,337.77,331.5,333.46,12246450,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-16,324.3,331.75,324.02,331.14,11094890,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-15,323.92,325.92,318.84,319.4,7988879,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-12,315.97,321.3,315.55,320.72,7426164,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-11,309.56,314.72,308.88,313.49,9116617,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-10,312.56,314.75,309.03,309.14,7446218,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-09,313.51,316.415,309.01,312.7,11594550,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-08,313.25,316.295,310.78,311.11,6827027,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-05,314.29,315,309.6,312.37,9118778,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-04,305.74,312.91,304.44,310.89,10345160,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-03,299.92,301.96,296.56,300.85,7003935,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-02,296.5,302.07,295.27,300.96,8296234,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-06-01,297.69,299.55,295.27,296.58,7929978,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-29,296.4,299.88,295.195,299.31,13973670,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-28,297.57,301.07,295.75,296.73,9766204,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-27,305,305.9,295.75,299.28,11785440,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-26,308.49,309.93,305.44,306.74,7731840,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-22,304.68,307.45,303.84,306.38,5978568,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-21,301.23,303.975,300.21,303,7874388,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-20,296.7,302.925,293.67,301.98,9327002,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-19,301.09,301.79,295.26,295.7,8066927,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-18,298,301.26,297.22,300.73,7546296,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-15,300.205,300.79,296.45,297.81,8699281,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-14,302.25,303.7504,298.81,299.91,7364315,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-13,302.27,303,300.0709,300.25,7709525,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-12,300.02,306.0624,295.55,304.88,9498214,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-11,302.1,303.19,298.88,300,9511957,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-08,308.25,308.99,300.5,302.1,9464267,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-07,314.65,316.3,306.14,306.27,8359599,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-06,311.45,316.2595,311.35,314.9,8629538,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-05,307.71,310.97,306.8,309.4,6316845,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-04,310.62,310.65,306.51,307.65,7338179,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
JPM,2026-05-01,313.95,316.08,311.83,312.47,6135359,https://api.nasdaq.com/api/quote/JPM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-24,137.12,137.64,135.59,136.9,16212920,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
